,course_title,price,num_subscribers,num_reviews,num_lectures,content_duration,published_date,subject,Beginner Level,Expert Level,Intermediate Level
1967,PI-101 Top 10 Classical Piano Pieces for Beginners,0,6292,183,38,1.0,2016-05-30,Musical Instruments,1,0,0
1968,Get started playing blues harmonica,0,6853,398,23,0.6166666666666667,2015-03-30,Musical Instruments,1,0,0
1969,Rockabilly Guitar For Beginners,40,475,125,36,2.0,2016-02-21,Musical Instruments,1,0,0
1970,Beginner Piano,20,776,79,89,4.0,2015-08-05,Musical Instruments,1,0,0
1971,Step by Step Tabla Course- Indian Drums,20,1337,17,21,1.0,2016-01-18,Musical Instruments,1,0,0
1972,Play Piano 6 -Improvise on The Way We Were with Power Chords,50,701,4,62,1.5,2016-11-03,Musical Instruments,0,0,0
1973,101 Blues riffs - learn how the harmonica superstars do it,200,1350,65,55,6.5,2015-01-04,Musical Instruments,0,0,1
1974,Learn To Play The Drums,25,1141,88,74,8.5,2015-05-28,Musical Instruments,0,0,0
1975,Guitar: Master The Guitar Fretboard In 6 Easy Steps,55,1203,26,10,1.0,2015-10-12,Musical Instruments,1,0,0
1976,Play Piano in 30 Days! - Start Playing NOW!,0,5188,410,58,3.0,2015-07-26,Musical Instruments,1,0,0
1977,Curso de Didgeridoo nivel principiante,50,0,0,31,1.0,2016-04-11,Musical Instruments,1,0,0
1978,ブルースギター入門,0,462,6,23,3.5,2014-05-17,Musical Instruments,0,0,0
1979,Pianoforall - Incredible New Way To Learn Piano & Keyboard,200,75499,7676,362,30.0,2014-08-07,Musical Instruments,0,0,0
1980,The Professional Guitar Masterclass,200,21701,1340,136,9.5,2015-04-28,Musical Instruments,0,0,0
1981,Modern Rock Guitar Techniques,50,3157,375,32,3.0,2016-12-08,Musical Instruments,0,0,1
1982,Complete Guitar System - Beginner to Advanced,145,32935,2713,310,34.0,2013-05-29,Musical Instruments,0,0,0
1983,Guitar Super System Level 1,50,10869,2257,104,5.0,2015-04-29,Musical Instruments,0,0,1
1984,How to play Piano - Go from a Beginner/Intermediate to a Pro,200,5316,159,291,31.0,2016-10-16,Musical Instruments,0,0,0
1985,Guitar Super System Level 2,50,4192,128,34,1.5,2015-11-30,Musical Instruments,0,1,0
1986,"LEARN HARMONICA, amaze your friends and have fun - it's easy",200,8857,718,131,15.5,2014-04-27,Musical Instruments,0,0,0
1987,The Complete Piano & Music Theory Beginners Course,50,10435,665,23,1.5,2016-09-15,Musical Instruments,0,0,0
1988,Ultimate Beginner Guitar Masterclass,200,8113,79,124,11.5,2017-05-15,Musical Instruments,1,0,0
1989,Quicklessons Piano Course - Learn to Play Piano by Ear!,200,7178,260,144,8.5,2014-04-12,Musical Instruments,0,0,0
1990,"Learn guitar the Right way! Complete 'KickStarter course""",150,2102,33,99,9.0,2017-02-25,Musical Instruments,1,0,0
1991,CAGED Pentatonic System for Guitar - Level 1,45,1329,52,35,1.5,2016-07-28,Musical Instruments,0,0,0
1992,CAGED Pentatonic System for Guitar - Level 2,45,1220,13,26,1.5,2016-08-26,Musical Instruments,0,0,0
1993,Learn to Play Piano From a Concert Pianist - For Beginners,200,3206,18,17,1.0,2015-11-22,Musical Instruments,1,0,0
1994,#12 Hand Coordination: Let your Hands dance with Ballad 9,75,482,1,47,1.5,2017-04-26,Musical Instruments,0,0,1
1995,How To Make Money With A Cover Band,50,2498,12,25,3.5,2017-03-30,Musical Instruments,0,0,0
1996,How To Play Guitar - For Absolute Beginners,35,478,3,18,1.0,2017-05-01,Musical Instruments,1,0,0
1997,Learn How to Improvise on Guitar in 30 Days,200,1788,89,33,6.0,2016-10-25,Musical Instruments,1,0,0
1998,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,50,1249,6,69,1.5,2016-11-14,Musical Instruments,0,0,0
1999,The Best Beginner Guitar Course Ever,50,1976,252,16,1.0,2014-11-25,Musical Instruments,1,0,0
2000,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,100,567,37,24,1.5,2016-08-29,Musical Instruments,0,0,0
2001,Guitar: Learn 10 CCR Guitar Chord Progressions,50,2045,8,24,2.0,2016-08-25,Musical Instruments,1,0,0
2002,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",50,1204,8,56,1.5,2016-10-30,Musical Instruments,0,0,0
2003,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,60,1227,2,26,0.6333333333333333,2016-10-25,Musical Instruments,0,0,0
2004,Getting Started with Playing Guitar,0,47652,1141,26,4.0,2013-05-29,Musical Instruments,1,0,0
2005,Piano Playing: Reading and Playing Classical Tunes Vol.II,40,1638,3,17,1.5,2016-06-28,Musical Instruments,1,0,0
2006,Harmonica Jamz: The Only Course on Jammin' with Friends,60,568,8,65,5.0,2017-03-21,Musical Instruments,1,0,0
2007,Guitar - Learn 10 Legendary Chord Progressions for Guitar,55,3013,15,28,1.5,2015-06-14,Musical Instruments,1,0,0
2008,Guitar - Blues Guitar for Beginners,45,2795,26,25,1.0,2015-05-22,Musical Instruments,1,0,0
2009,Electric Guitar for Beginners - RockStarter Level 1,40,491,5,29,2.5,2017-03-30,Musical Instruments,1,0,0
2010,The Circle of Fifths for Guitarists,50,1018,2,5,1.5,2016-12-15,Musical Instruments,0,0,1
2011,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,70,2164,10,30,1.0,2015-11-04,Musical Instruments,0,0,0
2012,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,95,2415,16,115,2.5,2015-02-17,Musical Instruments,0,0,0
2013,Essential Theory and Technique for Guitar,0,2285,34,22,2.0,2017-02-25,Musical Instruments,1,0,0
2014,Piano for Complete Beginners: Learn your first song today!,40,1268,10,30,1.0,2015-11-10,Musical Instruments,1,0,0
2015,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,95,2026,3,62,2.5,2017-03-09,Musical Instruments,0,0,1
2016,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,95,2164,10,113,2.0,2016-11-07,Musical Instruments,0,0,0
2017,Learn all Piano Chords in all Piano Scales with logic,45,969,2,17,1.0,2017-06-04,Musical Instruments,1,0,0
2018,Learn to play the piano or keyboard from scratch,145,1987,11,161,14.0,2017-05-31,Musical Instruments,1,0,0
2019,5 Exotic Guitar Scales and How to Use Them Effectively,50,1319,101,21,1.0,2016-08-09,Musical Instruments,0,0,1
2020,Learn 4 Chords and Play Thousands of Songs!,20,4560,177,22,1.5,2015-08-17,Musical Instruments,1,0,0
2021,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,75,1593,1,41,1.0,2017-04-12,Musical Instruments,0,0,1
2022,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,200,6565,55,56,4.0,2015-08-04,Musical Instruments,0,0,0
2023,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,200,4133,173,224,28.5,2014-05-19,Musical Instruments,0,0,1
2024,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,50,1541,14,42,1.0,2016-10-29,Musical Instruments,0,0,0
2025,Best Beginner Guitar Lessons by Sam Lyons,20,14560,20,32,2.0,2013-06-16,Musical Instruments,0,0,0
2026,A new approach to piano and playing songs for beginners,50,7140,72,26,1.5,2013-08-11,Musical Instruments,1,0,0
2027,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,50,1495,26,36,2.5,2016-12-28,Musical Instruments,1,0,0
2028,How to play Contemporary Piano,25,1200,35,10,0.6,2016-10-04,Musical Instruments,0,0,0
2029,Piano Technique Exercises Vol.1,50,1674,4,24,1.0,2017-01-25,Musical Instruments,0,0,0
2030,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,40,54,6,10,1.0,2017-06-16,Musical Instruments,0,0,0
2031,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,75,940,3,32,0.6166666666666667,2017-02-21,Musical Instruments,0,0,1
2032,Modern Country Guitar: Technique Booster,30,1152,16,42,2.5,2017-01-26,Musical Instruments,0,0,1
2033,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",95,2558,19,16,3.0,2016-10-19,Musical Instruments,1,0,0
2034,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,75,850,3,43,1.0,2017-02-21,Musical Instruments,0,0,1
2035,3 step formula for playing guitar by ear,25,3937,54,20,1.5,2015-12-03,Musical Instruments,1,0,0
2036,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",100,6271,68,75,5.0,2013-06-27,Musical Instruments,0,0,0
2037,Play Piano by Ear Today! SuperCourse,60,4557,21,77,5.5,2016-01-05,Musical Instruments,0,0,0
2038,Learn to Read & Write Music to play Piano & more instruments,115,5292,38,85,10.5,2016-12-27,Musical Instruments,0,0,0
2039,The Complete Piano Course - Master The Piano,95,4982,276,240,23.0,2015-08-20,Musical Instruments,0,0,0
2040,Learn to play your favorite guitar songs by ear,50,4733,11,15,1.5,2017-05-27,Musical Instruments,0,0,0
2041,Piano for Singer/Songwriters | Write Songs and Perform Live!,100,3371,175,42,3.0,2015-11-12,Musical Instruments,1,0,0
2042,Fun Beginner Ukulele Course,55,1409,41,17,1.5,2016-12-21,Musical Instruments,1,0,0
2043,Learn Guitar in 21 Days,20,26504,192,82,2.5,2012-10-21,Musical Instruments,1,0,0
2044,Fun Ukulele Strumming Course,45,3141,10,15,1.0,2017-02-02,Musical Instruments,1,0,0
2045,The Professional Bass Masterclass,200,1449,136,88,7.0,2016-10-24,Musical Instruments,0,0,0
2046,The Allman Brothers Guitar Roots And Techniques,75,2692,29,14,1.5,2016-10-29,Musical Instruments,0,0,1
2047,Blues Guitar Fundamentals,50,3312,107,21,1.5,2016-06-27,Musical Instruments,0,0,1
2048,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,65,2015,3,21,0.7333333333333333,2017-03-08,Musical Instruments,0,0,1
2049,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,65,2015,2,25,1.0,2017-03-08,Musical Instruments,0,0,1
2050,Beginner Level Popular Piano Program - Month 1,30,7,2,13,1.0,2016-05-24,Musical Instruments,1,0,0
2051,Piano Lessons for the R&B Fan,20,228,2,64,8.0,2014-05-13,Musical Instruments,0,0,0
2052,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,20,65,5,13,4.0,2013-11-25,Musical Instruments,0,1,0
2053,Darbuka Drumming: Learn how to play the Darbuka Dounbek,0,1094,45,11,1.0,2016-04-23,Musical Instruments,1,0,0
2054,Awesome Lead Guitar 1,25,60,6,38,4.5,2015-12-15,Musical Instruments,1,0,0
2055,The art of piano improvisation,20,83,4,9,0.6666666666666666,2014-09-19,Musical Instruments,0,0,0
2056,How To Build A Professional Djembe: Create Music Beauty &Biz,40,122,2,29,1.5,2015-11-12,Musical Instruments,0,0,0
2057,Advanced Euphonium Studies - Learn to Master the Euphonium!​,50,106,7,89,6.0,2015-04-16,Musical Instruments,0,0,0
2058,Didgeridoo - from zero to HERO! Part Two. Intermediate.,35,55,2,30,2.0,2016-07-02,Musical Instruments,0,0,1
2059,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,30,77,4,14,2.0,2015-10-13,Musical Instruments,0,0,0
2060,Trumpet Pro Series - You're going to love practicing Trumpet,50,92,1,25,6.0,2016-04-22,Musical Instruments,0,0,0
2061,A Guide to Analog Synths: For the modern EDM enthusiast.,20,29,4,37,3.5,2016-04-20,Musical Instruments,0,0,0
2062,Acoustic Blues Guitar Lessons,0,8217,109,10,1.0,2013-09-30,Musical Instruments,0,0,1
2063,Accelerate Your Guitar Learning With Metal Techniques,20,1305,25,68,6.5,2015-08-18,Musical Instruments,0,0,0
2064,Beginner Step by Step Keharwa Theka Tabla Course,20,916,26,16,0.6666666666666666,2016-02-22,Musical Instruments,1,0,0
2065,Just chords Piano: Learn to Play Piano Quickly - No Music,85,2357,15,53,5.0,2013-05-02,Musical Instruments,1,0,0
2066,Play Ukulele Now,30,1951,88,78,5.0,2012-06-02,Musical Instruments,0,0,0
2067,Acoustic Blues Guitar Lessons,125,1284,136,40,12.5,2013-11-28,Musical Instruments,0,0,1
2068,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,70,769,10,33,1.0,2015-11-02,Musical Instruments,0,0,0
2069,Play Piano Today - Easy Festive Favorites & Piano Party Hits,75,3122,6,80,4.0,2013-10-27,Musical Instruments,0,0,0
2070,The 80/20 Beginner Guitar Course,50,1269,27,51,3.0,2016-04-28,Musical Instruments,1,0,0
2071,Drums for Beginners,0,1618,4,15,3.0,2017-06-19,Musical Instruments,1,0,0
2072,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,150,89,7,35,3.0,2016-12-26,Musical Instruments,1,0,0
2073,Learn to play guitar and sing at the same time,45,66,9,8,1.0,2016-11-25,Musical Instruments,1,0,0
2074,Introduction to Ukulele 1,20,630,25,27,1.0,2015-12-01,Musical Instruments,1,0,0
2075,Learn Flute FAST!,45,249,33,61,4.0,2015-06-02,Musical Instruments,1,0,0
2076,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,45,198,11,34,5.0,2016-02-13,Musical Instruments,0,0,1
2077,Piano With Willie: Blues n' Boogie Vol. 3,40,84,4,10,2.5,2016-04-13,Musical Instruments,0,0,1
2078,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,40,58,5,11,0.5833333333333334,2015-08-17,Musical Instruments,0,0,0
2079,Piano Lessons For Beginners: Learn Piano Quickly And Easily,75,186,35,56,3.0,2016-02-05,Musical Instruments,1,0,0
2080,The Easy Beginner Drum Course,25,21,4,12,0.5,2017-03-21,Musical Instruments,1,0,0
2081,Instant Harmonica - play Somewhere Over the Rainbow now!,40,431,2,11,1.0,2016-01-04,Musical Instruments,1,0,0
2082,Instant Harmonica - play The Kesh (part 2) - easy and fun!,20,53,5,9,0.5833333333333334,2015-08-17,Musical Instruments,1,0,0
2083,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,0,2610,28,24,3.5,2016-04-20,Musical Instruments,0,0,0
2084,Ukulele 2 : Level 1 KEY OF C AND STRUMS,20,26,2,26,1.0,2016-02-01,Musical Instruments,1,0,0
2085,Guitar for Music Educators: Learning How to Teach Guitar,20,32,3,22,1.5,2013-07-26,Musical Instruments,1,0,0
2086,Piano Tutorial : Ludovico Einaudi - Una Mattina,0,1631,23,6,0.7333333333333333,2015-11-23,Musical Instruments,0,0,0
2087,Guitar Solo - Theory and Improvisation Lessons,60,12,4,34,1.5,2017-04-11,Musical Instruments,0,0,1
2088,Bluegrass Guitar Essentials: Webisodes 3 & 4,30,12,2,13,2.0,2016-03-24,Musical Instruments,0,0,1
2089,Instant Harmonica - play Christmas + Birthday songs now!,40,236,0,18,1.5,2016-05-18,Musical Instruments,0,0,0
2090,Blues Master - Advanced Techniques Piano Course,75,7,2,14,1.0,2016-03-29,Musical Instruments,0,0,0
2091,Bluegrass Guitar Essentials: Webisodes 5 & 6,30,11,2,16,3.0,2016-04-13,Musical Instruments,0,0,1
2092,Trombone Lessons For Beginners,95,11,2,34,3.0,2016-04-14,Musical Instruments,1,0,0
2093,Rhythm to Rock Drum Lesson 6,20,12,1,13,1.5,2014-08-21,Musical Instruments,1,0,0
2094,Flute Pro Series - You're about to love practicing the flute,50,135,1,28,6.5,2016-04-01,Musical Instruments,0,0,0
2095,How To Play Guitar - Everything You Need To Know To Start,50,5,1,8,1.0,2015-07-21,Musical Instruments,1,0,0
2096,Trombone Pro Series - Fall in love with the Trombone,50,57,6,57,7.0,2016-04-22,Musical Instruments,0,0,0
2097,Learn How To Play 25 Classic Hip Hop Songs Ch.2,25,7,1,27,3.5,2017-05-23,Musical Instruments,0,0,0
2098,Learn to play tunes by ear on harmonica - no written music,35,73,3,15,2.0,2014-03-23,Musical Instruments,0,0,1
2099,Fingerpicking for Guitar,20,35,4,26,3.0,2016-09-14,Musical Instruments,0,0,0
2100,"Music Theory, Guitar and Ear Training",60,30,3,39,3.0,2015-11-22,Musical Instruments,1,0,0
2101,"Piano Unbound. Piano learning method, a course for beginners",195,32,1,39,2.5,2017-04-25,Musical Instruments,0,0,0
2102,Advanced Trombone Studies - Learn to Master the Trombone!,50,39,2,136,8.0,2016-07-05,Musical Instruments,0,0,0
2103,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",50,90,2,61,2.5,2015-04-16,Musical Instruments,0,0,0
2104,Piano With Willie: Tritones & Phat Chords,40,37,3,19,2.0,2016-04-13,Musical Instruments,0,0,1
2105,Piano for Kids: Developing Your Child's Creative Abilities,65,42,2,37,4.0,2015-10-24,Musical Instruments,1,0,0
2106,Piano Lessons For The Hip Hop Fan,20,276,2,62,5.5,2014-05-12,Musical Instruments,0,0,1
2107,French Horn Solos: Learn how to Perform Three Fun Pieces!,50,88,1,48,3.0,2015-09-24,Musical Instruments,0,0,0
2108,Bluegrass Guitar Essentials: Webisodes 9 & 10,30,10,0,12,2.0,2016-08-06,Musical Instruments,0,0,1
2109,Clarinet Lessons For Beginners,95,11,0,41,3.0,2016-02-26,Musical Instruments,1,0,0
2110,Play music on Harmonica using 8 notes - learn easy tunes!,35,29,0,14,1.0,2014-05-26,Musical Instruments,1,0,0
2111,Learn Piano Online-A Quiet Solace Piano Solo,50,7,0,10,1.0,2016-08-29,Musical Instruments,0,0,1
2112,Bluegrass Guitar Essentials: Webisodes 7 & 8,30,9,0,10,2.0,2016-05-05,Musical Instruments,0,0,1
2113,The Art of the Blues Shuffle - A Guitarist's Guide,20,8,0,11,1.5,2016-06-26,Musical Instruments,0,0,1
2114,Learn Piano Online-Ambiance Piano Solo,50,8,0,10,1.0,2016-06-21,Musical Instruments,0,0,1
2115,Piano Lessons For Beginners,95,8,0,50,4.0,2016-04-12,Musical Instruments,1,0,0
2116,The Theory & Practice of Modes on the Guitar,35,17,0,7,1.5,2014-04-04,Musical Instruments,0,0,1
2117,Learn How To Play The Trumpet,75,2,0,24,1.5,2017-06-19,Musical Instruments,0,0,0
2118,Violin for Beginners,50,4,0,18,0.7333333333333333,2017-03-07,Musical Instruments,1,0,0
2119,Beginner Acoustic Guitar Lessons,25,8,0,12,1.0,2015-10-28,Musical Instruments,1,0,0
2120,Aprendiendo Piano: Tocando piezas populares Vol.I,100,122,3,59,3.5,2015-11-14,Musical Instruments,1,0,0
2121,Curso de Bateria - Explorando Diferentes Divisões,55,5,2,19,2.0,2017-05-18,Musical Instruments,0,0,1
2122,Escalas Pentatónicas para guitarristas,25,11,3,23,0.6,2017-06-02,Musical Instruments,0,0,0
2123,Brass Master Class,20,36,6,30,2.0,2015-06-09,Musical Instruments,0,0,0
2124,Enseñando música: mejora tus clases de instrumento ,30,111,3,18,1.5,2015-10-07,Musical Instruments,1,0,0
2125,Ukelele exprés: aprende a tocar en menos de un mes,0,888,64,25,1.5,2016-10-17,Musical Instruments,1,0,0
2126,Curso de Guitarra para Principiantes,20,53,5,39,3.0,2016-06-01,Musical Instruments,1,0,0
2127,Mundharmonika spielen - mein schönstes Hobby,20,65,7,77,2.5,2015-06-09,Musical Instruments,1,0,0
2128,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,25,38,7,51,4.5,2016-02-03,Musical Instruments,0,0,1
2129,Présentation du Banjo Ténor,20,18,4,31,1.5,2015-09-13,Musical Instruments,1,0,0
2130,Aprende a tocar el acordeón de botones,50,22,4,21,3.5,2014-05-19,Musical Instruments,0,0,0
2131,Aprendiendo piano: Lectura de piezas clásicas Vol.I,50,211,12,30,1.5,2015-10-08,Musical Instruments,1,0,0
2132,Pedais de efeito para Contrabaixo,50,10,3,10,2.5,2016-08-26,Musical Instruments,0,0,0
2133,Mantenimiento y octavación para guitarras eléctricas,35,12,3,14,1.0,2016-04-27,Musical Instruments,0,0,0
2134,Aprende a tocar el violín desde cero,50,17,1,22,2.5,2014-05-19,Musical Instruments,0,0,0
2135,Aprende a tocar el teclado como los expertos,50,11,1,37,2.5,2014-05-09,Musical Instruments,0,0,0
2136,Aprende a tocar el saxofón como siempre has querido,20,8,1,26,3.5,2014-05-16,Musical Instruments,0,0,0
2137,Guitarra para principiantes,20,7,1,46,2.0,2015-01-22,Musical Instruments,1,0,0
2138,Aprende a tocar flauta transversal sin complicaciones,50,6,2,23,3.0,2014-05-19,Musical Instruments,0,0,0
2139,Aprende a tocar las escalas en el acordeón de botones.,20,2,0,21,1.0,2017-06-17,Musical Instruments,1,0,0
2140,Curso de Violão Prático,70,5,0,10,1.5,2017-04-12,Musical Instruments,1,0,0
2141,"Aprende a tocar percusiones: congas, bongós, maracas y más",50,14,2,71,3.5,2014-05-16,Musical Instruments,0,0,0
2142,Gitarre spielen - mein schönstes Hobby,20,11,2,183,2.0,2015-06-09,Musical Instruments,1,0,0
2143,Aprende a tocar la guitarra acústica como un profesional,50,11,0,27,3.0,2014-05-05,Musical Instruments,0,0,0
2144,Guitar Lesson - Five Steps to Learn Barre Chords,35,57,9,9,0.55,2015-03-15,Musical Instruments,0,0,0
2145,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",20,377,8,14,1.5,2014-01-30,Musical Instruments,0,0,0
2146,Guitar Technique Mastery: The Ultimate Chop Building Workout,20,273,4,6,1.5,2014-01-16,Musical Instruments,0,0,0
2147,Inside Drum Technique,50,406,10,25,2.0,2013-12-13,Musical Instruments,0,0,0
2148,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",195,556,11,27,4.0,2014-01-27,Musical Instruments,0,0,1
2149,Create Beautiful Music On The Piano Like a Pro In Minutes,95,115,17,17,1.5,2015-08-10,Musical Instruments,0,0,0
2150,Instant Harmonica - play the great Irish tune Molly Malone!,20,420,2,13,1.0,2015-07-23,Musical Instruments,1,0,0
